score,total_pnl,max_drawdown,sharpe,win_rate,profit_factor,trade_count,avg_trade_minutes,max_trade_minutes,n_orders,tp_pct,step_min,step_max,step_mode,size_min,size_max,size_mode
6.468488,416.7909,101.1127,8.512,100.0,416790931913.7835,116,20217.7,162289.0,31,10.0,2.81,7.33,front_heavy,10.55,55.42,pyramid
5.263949,1752.1418,353.6838,9.536,100.0,1752141844942.557,190,11502.0,209847.0,29,10.0,1.57,3.73,geometric,6.17,100.41,geometric_increase
4.403102,1383.2552,412.1314,8.7269,100.0,1383255207127.9773,287,8172.6,144854.0,30,8.0,1.67,2.39,front_heavy,6.27,95.24,geometric_increase
3.943495,1090.1404,277.3871,10.1198,100.0,1090140404273.683,126,17344.3,288375.0,34,8.0,2.09,4.76,random,5.51,52.36,random
3.89861,2051.7828,424.59,9.9276,100.0,2051782795594.288,186,11708.4,268602.0,31,9.5,0.71,5.14,geometric,3.61,111.19,geometric_increase
3.684104,947.9911,283.0319,7.3442,100.0,947991123179.0634,235,10124.9,162415.0,32,9.5,0.74,5.77,random,2.03,60.47,pyramid
3.362128,625.2885,171.8278,9.324,100.0,625288543505.3302,110,19696.4,268608.0,35,8.5,4.33,7.83,random,8.64,51.37,random
3.080702,512.8968,115.1149,10.4809,100.0,512896750392.8311,104,20818.8,268624.0,32,9.0,1.36,7.29,front_heavy,22.49,40.01,linear_increase
3.045983,373.0496,103.3476,8.0269,100.0,373049587037.314,163,14653.6,162167.0,30,9.5,5.97,6.25,front_heavy,4.49,62.18,pyramid
2.954507,419.0605,109.7663,8.1238,100.0,419060533960.5371,104,22553.7,268605.0,29,9.5,1.96,9.04,front_heavy,8.81,58.5,random
2.915583,710.4313,169.9703,9.6233,100.0,710431256838.8438,127,17209.5,268638.0,35,9.5,5.26,7.38,random,7.43,46.24,random
2.618775,278.7653,61.6935,8.757,100.0,278765296770.2235,239,9955.8,102718.0,29,8.0,6.66,7.21,random,2.61,68.63,pyramid
2.614095,1366.1305,254.4658,11.4028,100.0,1366130485251.937,186,11750.2,268615.0,33,9.0,2.81,3.2,linear,13.09,47.52,linear_increase
2.606927,615.2464,144.7672,9.5398,100.0,615246385777.9579,125,17484.8,268609.0,32,9.5,5.5,5.74,back_heavy,14.71,47.79,pyramid
2.577444,331.1602,87.7081,10.7082,100.0,331160182945.9292,164,14302.3,162118.0,33,7.0,7.86,9.58,random,6.77,50.45,random
2.508691,732.6067,194.8782,8.7677,100.0,732606689769.6862,251,9343.7,159672.0,31,8.5,2.18,4.29,back_heavy,3.08,116.91,geometric_increase
2.502167,776.1848,228.8966,7.9975,100.0,776184834380.1597,259,9202.9,162087.0,35,8.5,3.02,3.77,front_heavy,3.17,55.46,pyramid
2.47034,581.2599,143.6129,8.6804,100.0,581259852242.0518,226,10566.4,162081.0,30,9.0,3.41,4.36,random,3.21,63.46,linear_increase
2.378135,723.6729,168.6155,10.6395,100.0,723672879473.4249,256,9294.7,162139.0,31,7.5,4.65,8.15,back_heavy,8.53,57.57,pyramid
2.337473,1599.5017,342.4881,9.8981,100.0,1599501683794.7148,211,10268.2,268605.0,32,9.0,1.86,3.63,geometric,6.04,56.46,linear_increase
2.331364,209.0411,74.5656,6.0495,100.0,209041087232.2243,139,17117.6,162089.0,29,9.5,5.43,8.11,random,1.87,69.42,pyramid
2.141609,342.8257,91.7876,8.4524,100.0,342825668393.6151,102,21226.8,268566.0,32,10.0,6.9,7.45,geometric,10.38,52.12,pyramid
2.110358,2056.9352,513.9427,11.4464,100.0,2056935173476.3972,254,8604.5,268631.0,34,7.0,1.32,2.23,linear,10.83,61.58,geometric_increase
2.079689,1647.5316,425.2736,8.0613,100.0,1647531644765.4998,229,9544.1,268629.0,34,9.5,1.99,3.22,random,2.98,55.84,pyramid
2.078962,523.7625,127.4657,9.0257,100.0,523762471187.5558,233,10211.8,162087.0,35,8.5,4.88,5.39,back_heavy,4.71,53.84,pyramid
2.063639,1243.2329,252.0832,12.0642,100.0,1243232947909.7178,199,10943.6,268609.0,33,8.0,2.07,4.35,linear,11.65,61.94,geometric_increase
2.058201,568.6482,155.2703,7.6008,100.0,568648152375.2086,244,9751.4,162086.0,30,9.0,4.07,8.17,linear,1.45,65.22,pyramid
2.01511,406.1172,100.3321,8.9896,100.0,406117206877.8854,209,11423.9,162177.0,29,8.5,6.13,8.45,linear,4.83,66.25,pyramid
1.998448,912.436,267.9458,7.834,100.0,912436019157.1644,214,10176.6,217448.0,31,9.0,2.35,4.89,random,5.74,60.55,pyramid
1.926421,794.3746,193.7297,11.8391,100.0,794374582840.5543,300,7945.0,161336.0,32,6.5,3.88,5.87,linear,9.71,52.79,pyramid
1.876103,153.9185,42.9876,9.3005,100.0,153918501841.3411,128,17873.4,161892.0,31,8.5,0.61,8.79,front_heavy,5.47,59.05,linear_increase
1.803649,1262.3366,275.4783,9.3292,100.0,1262336602155.9744,231,10154.1,268628.0,32,9.5,2.05,8.11,linear,0.69,61.81,pyramid
1.802575,399.4886,221.2027,7.8036,100.0,399488576182.2262,56,38663.1,575575.0,35,10.0,4.96,7.01,random,5.32,42.71,random
1.789941,546.63,138.0201,9.4115,100.0,546630019121.9655,175,12444.3,217470.0,32,8.5,0.95,6.37,random,10.78,67.71,geometric_increase
1.779642,1256.2487,271.9188,9.8476,100.0,1256248731652.9697,232,10109.8,268604.0,33,9.0,1.89,3.94,linear,2.9,57.7,linear_increase
1.771352,491.2834,125.9539,10.0297,100.0,491283448746.5491,241,9732.7,162087.0,34,7.5,3.06,3.46,random,5.4,85.15,geometric_increase
1.767587,480.3663,147.5587,8.5895,100.0,480366262342.8294,242,9832.1,162084.0,30,7.5,2.84,5.8,front_heavy,6.53,60.14,pyramid
1.766246,417.4393,112.3226,15.4466,100.0,417439296950.0009,124,17471.9,268603.0,30,6.0,5.04,8.9,front_heavy,8.79,58.91,random
1.762174,1386.0047,277.1837,12.5917,100.0,1386004718696.5247,231,9550.8,267855.0,30,7.5,3.73,7.08,back_heavy,7.74,54.31,random
1.75708,1422.841,681.8726,8.8511,100.0,1422840994615.1147,107,20232.4,575744.0,33,9.5,1.4,3.48,front_heavy,30.3,30.3,flat
1.743764,1286.682,284.7761,10.0377,100.0,1286681990281.0237,221,9888.6,268613.0,35,8.5,2.11,6.86,linear,5.72,52.77,pyramid
1.737229,2073.2594,493.1559,11.3467,100.0,2073259380836.4644,308,7755.0,267906.0,34,6.5,1.86,3.08,back_heavy,9.76,49.06,pyramid
1.688625,512.9682,124.4204,8.9745,100.0,512968241713.0126,164,13202.0,230101.0,35,9.0,0.15,4.82,front_heavy,9.0,64.99,geometric_increase
1.673641,1794.3235,391.7244,10.6273,100.0,1794323498802.9263,291,8204.4,268637.0,30,7.5,2.09,5.7,geometric,5.38,61.28,pyramid
1.661983,906.3729,176.0169,12.5286,100.0,906372902615.008,190,11502.0,268605.0,32,8.5,4.78,5.73,geometric,16.35,46.15,pyramid
1.658686,1504.1975,317.8835,12.2453,100.0,1504197480543.8743,245,8919.9,268616.0,30,7.0,2.33,8.96,geometric,14.42,52.25,pyramid
1.619747,1038.1268,229.1853,10.3686,100.0,1038126795494.793,206,10609.8,268603.0,32,8.5,2.72,4.22,linear,8.65,53.85,linear_increase
1.577306,510.5381,123.7264,9.3698,100.0,510538072817.6143,145,14930.1,268608.0,35,9.0,5.24,5.75,random,11.1,47.07,pyramid
1.572393,361.4777,95.4806,12.1509,100.0,361477712086.09,223,10711.7,162412.0,33,6.0,4.46,7.2,front_heavy,12.31,49.43,pyramid
1.570232,1412.3815,309.2058,9.9046,100.0,1412381502266.3718,244,8956.5,268616.0,35,8.5,1.96,9.89,geometric,3.22,55.41,pyramid
1.551391,888.8803,559.4265,7.5732,100.0,888880334231.9917,90,24057.1,575843.0,33,8.0,0.29,5.38,linear,7.44,77.55,geometric_increase
1.549383,605.3971,288.2444,8.2254,100.0,605397133565.8802,75,29140.6,576022.0,34,10.0,3.9,5.66,front_heavy,22.08,35.44,random
1.527332,1059.4997,249.3926,9.7202,100.0,1059499728745.7228,230,10197.7,268587.0,30,8.0,2.59,4.37,geometric,6.9,59.77,linear_increase
1.524766,331.1882,109.8812,6.5931,100.0,331188246017.3528,220,10834.1,159672.0,31,9.5,5.77,7.2,back_heavy,0.97,65.63,pyramid
1.517397,355.5276,87.7452,9.082,100.0,355527610405.2122,144,15035.3,230144.0,31,9.5,7.06,7.48,back_heavy,7.69,58.46,pyramid
1.486865,391.3403,202.229,9.0881,100.0,391340275918.0558,61,35489.3,575757.0,35,9.0,8.09,9.47,geometric,5.91,48.95,random
1.459652,615.3463,144.4859,13.1664,100.0,615346298941.0729,304,7857.6,161333.0,31,6.0,2.11,4.9,random,9.17,77.01,geometric_increase
1.458202,626.9756,145.6263,10.2422,100.0,626975588595.7468,184,12954.1,268610.0,32,8.5,4.8,5.32,random,9.96,52.54,pyramid
1.442436,671.4535,141.6272,15.8572,100.0,671453495169.6104,174,12450.7,268629.0,32,6.5,7.21,8.36,linear,28.43,34.28,random
1.437063,201.5018,51.8042,10.1913,100.0,201501756170.3415,87,24886.3,294687.0,30,8.5,5.04,9.74,front_heavy,13.99,64.7,geometric_increase
1.41323,556.9561,123.1997,12.7705,100.0,556956097580.2611,160,13530.1,268599.0,34,7.5,1.58,7.2,front_heavy,21.17,37.65,pyramid
1.405863,844.1023,389.1592,9.2544,100.0,844102304205.4036,93,23500.9,575851.0,33,9.5,2.72,5.04,front_heavy,30.3,30.3,flat
1.370937,1995.5333,451.331,9.9402,100.0,1995533251652.3296,340,7025.2,268026.0,35,7.5,1.65,4.3,geometric,0.85,57.92,pyramid
1.360667,401.3889,108.1897,8.0334,100.0,401388892170.516,253,9437.1,162086.0,34,9.0,3.67,4.48,geometric,1.22,57.6,linear_increase
1.360069,677.9486,204.4303,10.5395,100.0,677948571006.8448,521,4582.7,102315.0,33,5.5,1.77,3.27,back_heavy,2.48,115.25,geometric_increase
1.351222,494.5904,102.4446,10.6336,100.0,494590441572.1463,180,12028.4,230126.0,35,9.0,4.6,6.79,random,8.73,49.58,pyramid
1.347554,524.1344,169.3137,8.3501,100.0,524134417476.3395,294,8093.0,159609.0,30,7.0,3.8,4.87,front_heavy,4.3,62.37,pyramid
1.332209,1120.6984,248.8911,10.0444,100.0,1120698358290.4355,236,9261.1,268610.0,34,8.5,2.33,4.76,back_heavy,5.14,53.69,linear_increase
1.327769,262.5481,75.4563,9.4061,100.0,262548081827.5906,114,19103.4,268629.0,30,8.0,6.94,8.1,geometric,11.41,55.26,linear_increase
1.323059,751.7019,192.8435,7.9943,100.0,751701922248.0677,212,11267.5,268571.0,30,10.0,4.16,5.75,linear,2.6,64.06,pyramid
1.321533,752.5777,166.3213,15.3474,100.0,752577726913.5513,196,11256.4,268618.0,31,6.0,4.89,7.7,random,32.26,32.26,flat
1.310221,1296.5914,341.2928,9.1138,100.0,1296591449628.9912,256,8537.6,268575.0,35,8.0,1.89,3.77,random,5.77,52.71,pyramid
1.281846,1026.2711,377.279,12.1336,100.0,1026271139045.0236,107,20352.9,575889.0,35,8.5,3.91,7.31,geometric,7.26,53.16,random
1.267828,211.2754,57.2438,7.9137,100.0,211275423122.5324,110,20805.5,268579.0,33,9.5,8.35,8.41,back_heavy,6.62,55.47,pyramid
1.254398,1371.3512,289.7787,11.8861,100.0,1371351150594.4963,269,8124.1,268616.0,35,7.5,2.34,7.52,geometric,8.34,50.0,pyramid
1.244431,1082.7198,240.637,14.5039,100.0,1082719779743.2904,240,9106.7,268616.0,31,6.0,4.29,5.3,random,9.29,51.92,random
1.240592,456.0018,95.6786,11.6231,100.0,456001819731.7155,156,14010.2,268605.0,35,8.5,4.22,7.21,geometric,9.53,63.09,geometric_increase
1.231996,705.695,151.058,10.4043,100.0,705695015736.6807,209,11222.9,268602.0,32,9.0,3.42,4.95,linear,5.57,56.93,linear_increase
1.214269,300.8496,68.6148,9.9491,100.0,300849587687.2212,231,10300.6,162136.0,33,8.5,5.1,6.4,back_heavy,3.11,57.5,linear_increase
1.213773,483.5087,120.3585,10.9081,100.0,483508673634.1509,161,13456.7,268578.0,31,8.0,6.51,7.99,geometric,14.32,51.39,pyramid
1.206839,598.2654,165.3787,11.1369,100.0,598265449805.3632,329,7244.8,161306.0,29,6.0,4.81,7.49,geometric,8.36,62.47,pyramid
1.199374,1439.3165,369.9208,8.8243,100.0,1439316479913.2183,309,7730.4,267796.0,35,8.0,1.68,3.15,back_heavy,1.15,55.99,linear_increase
1.191895,793.986,243.5087,11.302,100.0,793986004175.5936,388,6156.5,158898.0,32,5.5,2.33,2.84,random,7.31,81.66,geometric_increase
1.164004,202.2137,53.6171,9.1807,100.0,202213720155.747,192,12297.1,162080.0,32,8.5,4.58,6.65,front_heavy,3.29,59.21,linear_increase
1.160751,632.7403,173.9976,12.7736,100.0,632740263889.8911,345,6908.8,161304.0,31,5.5,2.52,3.7,front_heavy,9.91,74.16,geometric_increase
1.152214,1325.6483,337.7478,11.5871,100.0,1325648312685.1873,276,7918.8,268602.0,30,6.5,3.48,3.67,linear,2.34,64.35,random
1.147178,965.1259,229.6478,9.8397,100.0,965125854255.506,236,9260.7,268610.0,30,8.0,2.36,5.73,geometric,5.29,61.38,linear_increase
1.138857,567.7576,158.4947,12.6597,100.0,567757550481.0515,329,7260.5,162111.0,32,5.5,4.75,8.9,back_heavy,10.56,51.95,pyramid
1.129683,331.1466,72.8038,11.097,100.0,331146621267.5058,138,15689.4,268620.0,29,9.0,6.37,7.19,front_heavy,10.2,58.76,linear_increase
1.124844,829.0223,181.8644,11.5255,100.0,829022291663.5833,219,9893.1,268576.0,29,8.0,2.29,4.74,random,11.66,75.39,geometric_increase
1.120157,1337.7781,572.9911,10.4227,100.0,1337778084124.4326,142,15247.4,526926.0,29,9.0,1.93,4.48,front_heavy,28.65,40.74,pyramid
1.110541,363.4568,95.5554,10.1125,100.0,363456821195.2127,421,5672.2,102615.0,32,6.0,2.37,3.57,geometric,2.08,125.79,geometric_increase
1.108969,434.4166,104.278,15.3231,100.0,434416608235.9154,132,16557.6,327710.0,35,6.0,6.79,8.26,random,2.13,52.49,random
1.101493,240.2918,48.5699,10.3616,100.0,240291751247.0786,154,14192.3,209619.0,33,9.5,4.74,7.79,back_heavy,4.19,97.48,geometric_increase
1.100403,554.3287,131.2821,10.3566,100.0,554328666422.4639,234,9340.2,209634.0,33,7.5,2.69,4.54,linear,5.63,87.28,geometric_increase
1.099384,578.4429,127.5639,16.0962,100.0,578442896294.3413,185,11711.3,268634.0,35,6.0,7.24,8.41,back_heavy,28.57,28.57,flat
1.096796,588.6922,219.6754,9.0001,100.0,588692158281.8442,347,6856.9,158859.0,31,6.0,2.18,4.78,front_heavy,6.45,59.79,pyramid
1.083594,953.2911,206.8739,11.8613,100.0,953291136471.0786,259,9056.3,268615.0,35,7.0,2.39,7.94,back_heavy,7.6,49.54,linear_increase
1.080635,960.4366,214.8419,15.7963,100.0,960436622732.5828,254,9010.3,268616.0,33,5.5,2.75,5.0,front_heavy,30.3,30.3,flat
1.080388,589.0815,122.4491,9.9964,100.0,589081455640.5951,190,11503.1,268605.0,30,10.0,4.28,6.76,back_heavy,5.13,61.54,linear_increase
1.073172,940.4265,394.1335,7.8591,100.0,940426491698.5186,438,5452.0,161394.0,34,6.0,1.43,3.14,front_heavy,2.94,55.89,pyramid
1.07197,419.4377,121.0633,7.7956,100.0,419437669951.7816,206,10608.7,209847.0,30,9.5,2.68,4.72,front_heavy,2.91,63.75,linear_increase
1.06315,166.9618,57.9733,7.2712,100.0,166961792233.3898,186,12792.2,160309.0,33,7.5,3.28,8.21,front_heavy,3.22,59.08,pyramid
1.060796,439.3643,99.7541,9.588,100.0,439364253536.6421,165,13198.7,268613.0,35,9.5,2.49,6.45,random,5.37,51.77,linear_increase
1.060774,289.278,87.8234,8.5416,100.0,289278017478.5245,398,5998.7,99061.0,30,6.0,3.78,7.82,random,1.42,65.25,pyramid
1.055347,540.6023,257.756,9.7964,100.0,540602257696.1296,93,23281.0,526917.0,32,8.5,2.51,7.47,front_heavy,31.25,31.25,flat
1.051204,689.4059,176.1219,9.4303,100.0,689405883383.5371,267,8185.8,209630.0,36,8.0,2.76,4.59,back_heavy,3.33,52.23,linear_increase
1.041773,428.4861,93.3156,11.5566,100.0,428486147946.9095,165,13244.7,268612.0,30,8.0,2.49,6.29,front_heavy,12.51,68.95,geometric_increase
1.019523,452.7072,103.7009,8.8204,100.0,452707211502.0945,184,12745.9,268585.0,30,9.5,3.81,5.6,random,4.67,61.99,linear_increase
1.01582,573.8769,278.9445,9.0299,100.0,573876858713.6582,97,22334.5,530856.0,30,9.0,5.5,8.41,random,15.96,50.78,random
1.003619,476.6974,169.5324,8.4366,100.0,476697398474.3876,321,7440.9,162167.0,33,7.0,4.11,6.01,linear,2.13,60.23,pyramid
0.984398,120.8306,33.5299,10.9385,100.0,120830562340.0412,162,14634.9,162141.0,33,7.0,7.68,8.48,front_heavy,4.65,55.95,linear_increase
0.970841,211.6862,65.8627,11.2875,100.0,211686247165.0853,119,18192.1,268631.0,33,6.5,6.5,8.24,front_heavy,14.72,53.86,geometric_increase
0.967638,651.1488,201.657,12.3363,100.0,651148824673.6577,382,6250.2,162136.0,34,5.0,3.37,4.82,random,10.31,48.51,pyramid
0.962764,866.5512,323.0197,9.4546,100.0,866551160781.0509,450,5296.5,158901.0,33,5.5,1.63,3.05,random,4.41,56.19,linear_increase
0.954605,337.1951,105.0183,8.4379,100.0,337195056010.4329,281,8496.6,159688.0,33,7.5,3.17,4.32,front_heavy,2.35,58.26,linear_increase
0.94841,755.4804,172.4804,15.2503,100.0,755480422943.3744,251,9516.1,268578.0,31,6.0,2.15,8.75,random,21.75,43.47,pyramid
0.94539,219.8388,54.3117,9.2591,100.0,219838831381.9332,123,17614.6,268608.0,33,9.0,5.07,6.24,random,6.32,83.24,geometric_increase
0.944663,868.0728,202.9131,10.8106,100.0,868072783947.7122,269,8860.8,268603.0,29,7.5,2.87,4.14,random,7.46,61.5,linear_increase
0.943609,212.6288,54.5042,10.0122,100.0,212628802063.6976,121,17893.7,268605.0,33,8.5,5.78,6.38,front_heavy,7.73,76.2,geometric_increase
0.93396,463.0037,127.5134,14.4381,100.0,463003711152.7353,329,7244.8,161307.0,32,5.0,0.98,5.65,front_heavy,12.44,50.06,linear_increase
0.931424,568.3849,127.8313,9.7222,100.0,568384892322.0737,201,10873.6,268610.0,29,9.0,5.38,8.75,geometric,6.93,64.0,pyramid
0.922138,193.8654,42.239,9.6579,100.0,193865439855.0544,151,14472.7,209847.0,29,9.5,3.09,6.72,random,3.65,120.64,geometric_increase
0.920073,459.3222,130.5298,12.6417,100.0,459322185063.913,328,7254.4,162087.0,30,5.5,5.51,6.62,linear,9.22,57.45,pyramid
0.915628,812.6806,313.6208,10.0961,100.0,812680635392.5142,112,19328.7,575843.0,29,10.0,3.73,7.91,geometric,15.86,53.1,linear_increase
0.915261,560.1135,143.6396,7.9447,100.0,560113515555.3771,93,23277.9,575851.0,35,10.0,2.38,7.8,random,13.37,44.67,pyramid
0.901608,966.6071,213.4133,17.144,100.0,966607105926.6174,292,8180.5,267852.0,30,5.0,4.3,5.75,random,31.96,34.7,pyramid
0.900516,435.9315,125.2096,10.6559,100.0,435931548173.5136,324,7368.8,162128.0,34,6.5,3.63,4.68,linear,3.89,54.93,linear_increase
0.896559,545.8014,131.4068,16.2751,100.0,545801408164.3715,199,10886.7,268610.0,33,5.5,5.2,9.4,random,28.64,32.03,geometric_increase
0.86799,1094.9855,272.0532,18.2816,100.0,1094985488980.4596,289,7562.6,268608.0,34,4.5,3.34,4.02,random,11.65,54.54,random
0.85458,234.7575,140.7173,7.2675,100.0,234757497856.325,68,31840.4,527730.0,30,10.0,5.26,9.63,random,14.53,63.29,geometric_increase
0.848129,200.1631,53.3602,8.4674,100.0,200163113297.3994,125,17484.4,268603.0,36,9.5,6.2,6.33,linear,4.73,50.83,linear_increase
0.846529,606.7561,143.8634,11.037,100.0,606756135353.5039,220,10032.6,268597.0,34,7.5,3.4,3.51,linear,8.43,70.07,geometric_increase
0.833674,345.978,107.0279,7.2145,100.0,345978018519.0384,204,10675.3,217473.0,30,10.0,1.14,5.45,front_heavy,2.27,64.4,linear_increase
0.827345,842.3305,331.4506,9.7565,100.0,842330467505.3622,100,21856.3,697387.0,33,10.0,4.8,7.09,geometric,11.39,46.49,random
0.82667,526.8066,146.0142,11.475,100.0,526806565137.7393,224,10640.6,268613.0,29,6.0,6.7,7.72,random,10.39,51.38,random
0.825558,142.7341,40.0664,7.8868,100.0,142734121467.9863,107,20425.6,268574.0,35,10.0,5.23,9.86,random,3.9,53.24,linear_increase
0.815987,1330.2885,325.4334,11.0484,100.0,1330288481414.0818,360,6633.3,267832.0,33,6.5,1.79,4.65,back_heavy,4.13,56.47,linear_increase
0.812419,514.7604,142.9295,8.849,100.0,514760449530.2065,223,10669.8,268576.0,33,8.0,4.62,7.58,geometric,5.24,56.94,pyramid
0.811839,1010.5967,287.2808,10.4847,100.0,1010596705527.5242,314,7590.9,267823.0,35,6.5,3.12,3.44,geometric,8.28,50.06,pyramid
0.809878,354.1527,128.756,9.744,100.0,354152740016.061,309,7713.7,161306.0,31,6.0,4.31,6.69,random,5.21,61.11,pyramid
0.8043,685.9941,168.3229,14.8062,100.0,685994122095.411,255,9197.0,268595.0,35,5.5,0.49,8.65,random,22.18,35.34,pyramid
0.801597,464.3726,95.1104,12.6369,100.0,464372578443.5743,194,11160.2,268614.0,29,8.0,5.61,7.67,geometric,10.13,58.84,linear_increase
0.798198,599.16,319.7379,9.3875,100.0,599160032189.6271,103,21018.1,575850.0,30,8.0,1.92,6.51,front_heavy,6.95,62.84,random
0.794675,191.1664,50.5714,10.8823,100.0,191166434067.6184,125,17318.8,268614.0,34,7.5,7.9,8.76,geometric,9.46,49.37,linear_increase
0.78643,543.9702,282.1951,7.631,100.0,543970155725.5468,99,21870.0,575183.0,32,10.0,3.73,6.04,back_heavy,11.39,65.73,geometric_increase
0.780227,832.5404,367.9464,9.0359,100.0,832540398257.7966,134,16252.1,530886.0,30,9.5,2.75,6.95,geometric,9.05,57.62,linear_increase
0.778073,315.878,83.6239,9.7323,100.0,315878034599.3332,210,10407.3,209695.0,31,8.0,1.64,6.1,front_heavy,5.56,58.95,linear_increase
0.776911,363.1337,154.0151,7.3974,100.0,363133663573.2245,325,7349.4,158891.0,30,7.0,3.68,5.28,front_heavy,1.59,65.07,pyramid
0.772231,294.4782,97.0562,8.6196,100.0,294478231362.368,288,8261.6,161331.0,34,7.5,5.42,6.35,linear,2.01,56.81,pyramid
0.769378,1339.8979,329.3665,16.0613,100.0,1339897867839.149,372,6418.0,267832.0,35,4.5,1.87,3.29,front_heavy,28.57,28.57,flat
0.761267,436.9747,150.1509,9.9942,100.0,436974708990.6152,351,6778.8,162409.0,30,6.0,4.45,9.56,geometric,4.06,62.61,pyramid
0.760681,1365.7924,359.5323,17.7595,100.0,1365792419172.6023,361,6339.6,268630.0,34,4.0,1.31,5.06,random,4.87,51.05,random
0.75972,530.3807,133.2951,17.0412,100.0,530380708105.9591,217,10167.0,268634.0,30,5.0,4.01,7.83,front_heavy,29.6,37.36,geometric_increase
0.75359,558.0319,155.9313,16.5493,100.0,558031901198.4631,401,5956.4,162087.0,29,4.0,4.9,7.12,random,17.78,52.38,pyramid
0.750576,174.3227,49.6791,11.1049,100.0,174322652735.1777,124,17625.8,268614.0,30,7.0,5.72,9.9,random,10.27,76.47,geometric_increase
0.745786,167.8638,44.868,9.901,100.0,167863826609.1997,121,17904.5,268617.0,34,8.0,7.55,9.36,geometric,7.18,51.64,linear_increase
0.745541,627.6135,148.7176,19.2998,100.0,627613489271.7134,257,9258.5,268629.0,30,4.5,7.05,7.62,random,33.33,33.33,flat
0.744635,467.4043,172.5008,8.1658,100.0,467404256092.5685,369,6471.5,162137.0,34,6.5,3.85,6.93,back_heavy,1.63,57.19,pyramid
0.741405,795.1335,175.7058,13.4748,100.0,795133535197.0283,266,8179.2,267857.0,35,6.0,5.01,6.36,linear,8.12,56.85,random
0.732673,1120.3695,270.9839,11.6401,100.0,1120369519315.5771,348,6849.2,267835.0,31,6.5,2.33,8.08,linear,5.24,61.08,pyramid
0.731388,191.7794,61.3318,9.4992,100.0,191779380318.7042,119,18192.0,294583.0,31,7.0,7.99,9.34,front_heavy,11.48,54.42,pyramid
0.730736,123.175,31.1036,10.9982,100.0,123174953041.2058,122,17744.7,230382.0,34,7.5,8.59,9.75,front_heavy,6.92,51.9,linear_increase
0.730521,1553.3225,609.3891,11.3505,100.0,1553322542425.2175,175,12487.9,575843.0,30,8.0,1.22,5.83,geometric,9.81,78.2,geometric_increase
0.725583,402.6854,98.1638,14.0585,100.0,402685350893.7949,191,11402.0,268609.0,30,6.0,2.8,7.58,front_heavy,18.82,53.6,geometric_increase
0.721132,1443.1509,461.5143,12.831,100.0,1443150880597.865,364,6004.4,268607.0,29,5.0,0.3,3.95,front_heavy,18.82,49.33,random
0.720059,774.3863,211.1513,10.8922,100.0,774386312615.4043,291,8190.7,268607.0,29,6.5,4.37,8.49,back_heavy,9.85,60.87,pyramid
0.714794,140.4475,38.3132,9.0242,100.0,140447525051.0828,113,19160.5,268580.0,31,9.0,7.41,9.64,random,5.11,59.41,linear_increase
0.714046,282.5271,114.2349,6.9253,100.0,282527121339.3978,292,8148.2,162079.0,36,7.5,3.26,5.2,front_heavy,1.19,54.37,pyramid
0.705852,654.9671,158.8422,18.2329,100.0,654967051693.5728,266,8818.0,268611.0,30,4.5,4.93,8.78,random,33.33,33.33,flat
0.701081,650.702,147.3858,14.4265,100.0,650701965951.9138,266,8817.8,268637.0,33,5.5,3.79,6.67,front_heavy,1.24,56.54,random
0.700392,342.8477,71.1933,12.1365,100.0,342847720338.0992,180,12141.0,268618.0,32,8.0,4.05,8.75,linear,6.61,85.25,geometric_increase
0.696808,194.9864,51.1629,12.7581,100.0,194986445045.4074,242,9692.0,162128.0,30,6.0,3.73,6.25,front_heavy,5.75,98.56,geometric_increase
0.694621,290.7056,72.9013,10.4523,100.0,290705551558.7074,165,13130.4,268615.0,34,8.0,6.76,8.93,geometric,7.63,51.2,pyramid
0.68862,102.0329,24.7543,9.4752,100.0,102032884298.8334,98,22067.6,268618.0,36,9.5,4.37,7.41,front_heavy,4.16,86.99,geometric_increase
0.688129,1268.3792,318.1278,15.1323,100.0,1268379192292.8098,381,6255.8,268578.0,29,5.0,2.86,3.21,front_heavy,20.21,48.75,linear_increase
0.687706,900.6517,213.9336,13.4078,100.0,900651688770.684,316,7422.4,268608.0,29,6.0,2.76,7.33,geometric,9.96,59.0,linear_increase
0.679839,272.0713,141.4054,8.6775,100.0,272071332529.1547,82,26373.5,527601.0,29,9.0,3.63,9.19,front_heavy,17.47,51.5,linear_increase
0.676922,808.6446,335.1028,10.049,100.0,808644627692.055,142,15245.4,526925.0,35,9.0,3.64,7.77,linear,13.86,44.15,pyramid
0.674039,1724.7181,682.2161,13.194,100.0,1724718078501.461,192,11382.2,575762.0,33,6.5,1.21,4.12,random,9.21,54.2,random
0.670347,442.366,98.2558,10.4382,100.0,442365998919.8494,209,10456.4,268610.0,35,8.5,3.52,8.41,linear,4.45,52.7,linear_increase
0.666347,327.0845,101.4164,11.5585,100.0,327084459842.7658,328,7280.5,161302.0,35,5.5,5.41,7.69,geometric,6.04,52.42,pyramid
0.664627,1195.0941,317.3926,13.1876,100.0,1195094087815.6375,377,6334.2,268599.0,34,5.5,2.04,3.52,back_heavy,9.98,64.32,geometric_increase
0.660145,430.4363,96.5657,12.3228,100.0,430436260432.5608,223,10517.8,268571.0,35,7.0,4.3,4.37,front_heavy,8.49,66.9,geometric_increase
