score,total_pnl,max_drawdown,sharpe,win_rate,profit_factor,trade_count,avg_trade_minutes,max_trade_minutes,n_orders,tp_pct,step_min,step_max,step_mode,size_min,size_max,size_mode
1.242754,510.5022,160.19,14.1491,100.0,510502168136.9976,481,5047.9,102310.0,26,3.891,0.274,5.332,front_heavy,22.41,148.58,geometric_increase
1.237212,1734.985,460.9424,12.6383,100.0,1734985028110.5627,338,7152.8,267856.0,24,5.201,1.744,5.261,geometric,40.13,169.37,linear_increase
1.23428,1792.4041,587.7006,9.3608,100.0,1792404090850.2427,343,7038.7,268228.0,12,5.265,0.556,7.026,random,11.24,91.3,geometric_increase
1.231206,653.0855,173.3856,14.8058,100.0,653085496216.6532,207,11663.1,268616.0,27,4.972,0.286,7.938,front_heavy,7.39,308.17,flat
1.229429,1465.2387,415.2114,14.2513,100.0,1465238689748.6355,313,7758.0,267827.0,17,4.354,0.729,6.681,random,48.11,269.22,random
1.216155,1721.6312,447.7156,10.1253,100.0,1721631240162.8743,150,15305.0,575849.0,20,7.318,0.968,6.435,linear,30.8,171.08,geometric_increase
1.211712,2124.465,567.108,10.2273,100.0,2124464952870.6233,379,6406.7,268263.0,26,5.927,0.167,3.581,random,21.08,245.1,linear_increase
1.211638,957.332,289.7015,12.4785,100.0,957331981383.9987,253,9556.2,268616.0,31,4.967,0.163,7.194,random,13.69,416.5,flat
1.20826,2245.166,557.9146,12.792,100.0,2245165986300.5757,388,6221.9,268206.0,21,4.923,0.704,5.549,random,49.66,258.41,pyramid
1.2067,1302.9692,689.1361,9.2826,100.0,1302969158857.6667,131,17524.4,575850.0,22,6.671,0.369,7.275,linear,33.17,241.61,linear_increase
1.20276,2453.7432,608.3953,10.8131,100.0,2453743225485.6313,324,7494.5,338505.0,18,5.262,0.534,3.1,front_heavy,20.82,69.66,linear_increase
1.200616,409.7924,126.6812,12.3708,100.0,409792414670.402,471,5125.3,94688.0,17,3.527,0.89,7.208,front_heavy,40.24,464.06,geometric_increase
1.194662,468.9593,145.6068,8.2451,100.0,468959273729.4724,511,4724.0,93595.0,21,4.859,0.647,6.412,front_heavy,11.04,322.82,pyramid
1.186767,1421.8212,519.398,8.0713,100.0,1421821155784.3115,311,7762.5,268685.0,23,6.265,0.31,3.765,front_heavy,46.56,318.58,linear_increase
1.184685,285.219,89.0448,10.7653,100.0,285218993789.7296,235,10288.3,159636.0,30,6.02,1.006,5.85,front_heavy,26.81,304.59,geometric_increase
1.181583,2284.804,596.7668,9.7642,100.0,2284804016382.3843,398,6101.0,268281.0,13,5.532,0.996,4.365,front_heavy,28.7,258.41,linear_increase
1.180829,677.5401,177.6533,12.3523,100.0,677540142401.8993,356,6788.8,162618.0,34,5.145,1.037,5.916,linear,14.69,296.88,geometric_increase
1.168457,1426.6094,396.9999,9.272,100.0,1426609382485.939,140,16478.7,575797.0,29,7.839,1.445,6.14,back_heavy,47.31,275.78,geometric_increase
1.168409,1187.2156,321.7456,13.5807,100.0,1187215599053.0881,289,8402.2,267831.0,23,4.643,1.007,7.861,random,27.65,37.3,geometric_increase
1.167385,1239.6303,609.2343,9.8846,100.0,1239630331062.3481,131,17670.5,575823.0,23,6.985,1.895,6.788,random,26.65,39.27,flat
1.163903,1263.8393,519.0853,7.7797,100.0,1263839266608.9927,297,8128.5,267854.0,15,6.239,1.598,4.697,random,16.15,222.78,geometric_increase
1.162506,1151.6799,332.669,10.3855,100.0,1151679900076.7783,272,8509.1,267827.0,25,6.115,1.394,5.187,linear,17.26,215.51,geometric_increase
1.157956,1831.5524,527.3973,10.8106,100.0,1831552367265.258,167,14477.9,575798.0,21,6.374,0.62,6.642,random,21.42,22.42,flat
1.149851,1259.4689,343.7679,12.0661,100.0,1259468931755.861,286,8092.6,267830.0,30,5.62,0.774,5.047,linear,23.64,259.92,geometric_increase
1.148586,1218.3631,341.4173,11.5336,100.0,1218363143601.985,294,8223.4,267830.0,30,5.648,1.054,4.654,linear,28.15,292.56,geometric_increase
1.144004,2070.6164,532.0757,9.0707,100.0,2070616379755.0227,171,13535.6,575856.0,18,7.687,1.202,6.945,geometric,8.44,267.08,linear_increase
1.138381,1526.5533,447.3586,12.4322,100.0,1526553308412.368,332,7313.8,267829.0,28,5.007,0.908,3.807,front_heavy,44.55,138.19,random
1.135206,455.3723,121.5489,9.4213,100.0,455372298580.2797,180,13411.6,268613.0,34,7.321,0.789,7.248,random,12.4,91.28,geometric_increase
1.133433,2114.0774,544.146,12.7213,100.0,2114077387388.4463,391,6210.1,268200.0,22,5.069,1.575,4.074,back_heavy,34.01,268.11,geometric_increase
1.129203,1143.2943,306.308,16.1529,100.0,1143294290420.7568,286,8441.2,268594.0,19,4.382,1.438,7.129,front_heavy,11.46,285.1,flat
1.127933,865.5521,285.4678,11.059,100.0,865552104851.5413,417,5822.8,161301.0,28,4.99,1.132,4.307,random,42.28,311.27,linear_increase
1.12166,357.7466,138.6101,7.5598,100.0,357746625712.1949,266,9075.9,162087.0,26,6.775,1.233,7.098,random,14.58,312.24,linear_increase
1.115599,961.6191,248.9203,15.0323,100.0,961619140250.675,253,9149.1,268612.0,26,5.007,0.819,6.222,front_heavy,13.51,284.72,flat
1.112964,1167.6469,306.3827,11.0979,100.0,1167646873193.059,292,8267.8,267797.0,25,6.178,1.062,5.627,linear,17.36,323.92,geometric_increase
1.101809,1499.7448,514.0595,7.9401,100.0,1499744766590.3403,333,7260.2,267858.0,24,7.282,1.454,3.571,front_heavy,6.59,237.96,pyramid
1.101489,1017.686,245.5266,11.6155,100.0,1017685965721.1115,274,8811.5,267834.0,31,6.014,1.805,5.995,linear,23.72,147.98,linear_increase
1.101198,587.1678,152.6921,9.335,100.0,587167799386.7314,199,11631.0,268574.0,31,7.233,1.349,6.442,linear,10.59,259.46,geometric_increase
1.098351,682.785,189.1348,11.8375,100.0,682784967948.4913,463,5246.6,130812.0,31,4.802,0.468,7.186,random,20.43,227.54,linear_increase
1.097407,1631.3315,492.7645,10.6023,100.0,1631331525677.4526,348,6947.2,267854.0,24,5.746,0.345,6.116,random,22.97,223.78,pyramid
1.093493,2506.3322,579.6632,12.0704,100.0,2506332237130.8438,433,5607.7,268470.0,20,5.002,1.021,3.839,random,36.61,210.52,pyramid
1.090493,1905.0776,552.1005,11.1637,100.0,1905077619350.17,168,13777.3,575851.0,20,5.973,0.797,5.4,linear,36.51,126.75,geometric_increase
1.079953,2141.1625,573.7189,9.2027,100.0,2141162536405.8591,403,6025.1,268280.0,21,6.079,0.345,4.948,random,9.02,276.39,geometric_increase
1.074087,1927.2503,500.7226,11.249,100.0,1927250295501.742,384,6323.4,267856.0,28,5.628,1.212,3.224,linear,24.64,305.61,linear_increase
1.072422,1603.0882,427.9125,12.1232,100.0,1603088234078.3572,349,6927.3,267831.0,22,5.514,0.981,7.995,geometric,14.62,270.45,geometric_increase
1.069632,766.6899,272.1318,7.3968,100.0,766689930883.6008,241,10032.1,268587.0,29,7.574,0.481,7.133,random,14.06,200.49,pyramid
1.068969,2171.5068,543.9973,11.4582,100.0,2171506796924.1208,406,5954.6,268381.0,19,5.427,1.539,3.891,linear,8.67,141.96,linear_increase
1.068332,2340.5773,581.167,9.8145,100.0,2340577261513.555,336,7226.8,338261.0,19,6.166,0.897,4.381,random,10.99,198.85,pyramid
1.066568,1126.016,516.0428,7.8571,100.0,1126016037818.872,292,8267.7,268635.0,14,6.109,0.905,6.219,front_heavy,5.97,54.69,linear_increase
1.060559,1589.9798,406.5555,9.9788,100.0,1589979774344.2864,351,6917.9,267856.0,39,6.406,1.621,4.699,geometric,25.93,416.61,pyramid
1.056861,1290.7324,541.0881,7.3942,100.0,1290732393179.6616,314,7688.4,268685.0,14,5.805,0.23,5.894,front_heavy,16.04,174.32,geometric_increase
1.051052,621.459,360.3486,10.1641,100.0,621459049637.2972,97,23653.7,575166.0,30,6.77,0.889,6.487,front_heavy,12.81,344.42,random
1.043037,886.3356,253.1174,15.7429,100.0,886335557436.0034,262,9214.5,268609.0,20,4.2,1.056,7.857,front_heavy,29.8,209.31,flat
1.040211,992.7883,257.3045,11.7174,100.0,992788300447.6818,267,8668.5,267801.0,23,5.769,1.514,6.735,random,28.09,184.12,linear_increase
1.036231,763.7435,182.2759,15.7607,100.0,763743517926.8419,244,9894.3,268616.0,31,5.062,0.942,6.576,front_heavy,17.51,225.49,flat
1.035853,1054.4239,262.0933,10.8553,100.0,1054423928088.5992,288,8394.8,267835.0,28,6.127,0.792,7.499,linear,9.1,322.72,linear_increase
1.034429,454.5813,164.335,7.5504,100.0,454581328660.1701,314,7733.2,162111.0,30,6.981,0.802,6.427,random,5.46,242.64,linear_increase
1.03166,931.1936,518.1943,4.5409,100.0,931193576254.1658,270,8941.4,268633.0,17,7.326,0.131,5.147,front_heavy,5.09,333.94,geometric_increase
1.024712,1987.5942,537.5898,12.6222,100.0,1987594211185.6755,397,6089.6,268197.0,16,4.894,0.514,5.984,linear,11.32,226.7,geometric_increase
1.023906,1535.4075,510.6364,11.9647,100.0,1535407544561.5652,348,6937.2,268637.0,15,4.77,0.29,6.646,front_heavy,10.23,25.87,pyramid
1.016515,1735.6381,449.3153,14.6203,100.0,1735638125644.3008,373,6481.5,267824.0,17,4.375,0.554,7.434,linear,34.37,312.87,geometric_increase
1.01419,1169.8243,291.0747,15.8626,100.0,1169824331203.0752,307,7909.7,268633.0,29,4.491,1.04,7.246,random,32.76,290.99,flat
1.010708,1928.7314,501.8969,10.887,100.0,1928731428379.1587,396,6131.6,267855.0,20,5.858,1.599,4.445,linear,9.55,225.61,linear_increase
1.010424,1652.1638,479.8072,15.511,100.0,1652163839518.3901,365,6623.6,267836.0,20,4.28,0.836,5.178,front_heavy,19.95,126.14,flat
1.00773,348.0862,105.1614,11.1887,100.0,348086163458.5388,281,8591.4,159674.0,27,5.418,0.893,5.883,front_heavy,24.18,245.17,geometric_increase
1.007575,2037.522,575.7885,9.6984,100.0,2037522036992.316,407,5965.9,268280.0,16,5.582,1.516,4.124,front_heavy,23.36,262.57,pyramid
1.004665,1577.4707,449.1012,10.8699,100.0,1577470713094.8423,359,6763.7,268012.0,26,5.323,0.525,4.727,random,39.23,179.21,linear_increase
1.001623,2000.4225,588.0677,10.9116,100.0,2000422495260.9463,401,6020.5,269055.0,9,4.783,0.94,6.767,random,8.76,97.03,geometric_increase
0.998266,1403.9172,459.5594,8.1179,100.0,1403917189838.262,339,7162.8,268615.0,27,7.022,0.59,5.155,random,9.09,301.22,pyramid
0.992757,1204.6812,309.4192,15.0654,100.0,1204681162796.2896,314,7688.5,267827.0,28,4.708,1.233,4.77,front_heavy,24.85,300.37,flat
0.992014,1052.9464,556.7384,10.0078,100.0,1052946391179.6136,131,17670.8,575705.0,26,6.481,1.676,7.469,random,43.7,111.43,random
0.986509,770.6397,309.0097,9.4349,100.0,770639691452.2073,425,5713.2,159681.0,26,5.199,1.587,4.423,random,29.0,328.1,linear_increase
0.983814,1823.1417,479.126,11.7428,100.0,1823141680484.8008,390,6226.0,268017.0,21,5.248,1.048,5.118,random,34.74,254.31,linear_increase
0.981028,2743.4961,626.7418,13.0289,100.0,2743496071041.5146,475,5087.8,269055.0,7,4.343,1.421,7.704,random,15.95,141.18,pyramid
0.976857,1532.0239,476.8245,11.1116,100.0,1532023873709.0142,358,6782.7,268610.0,25,5.465,0.485,4.212,random,42.47,210.3,geometric_increase
0.975811,209.1915,86.4215,7.3665,100.0,209191463817.9728,222,10875.0,159227.0,24,6.889,0.844,7.751,front_heavy,9.63,209.33,linear_increase
0.974836,385.0002,117.8167,11.977,100.0,385000154514.9973,296,8156.0,162084.0,28,5.024,1.053,5.712,front_heavy,38.63,290.65,geometric_increase
0.974273,1007.3046,281.6238,14.3359,100.0,1007304600534.8278,289,8353.5,268603.0,30,4.525,1.493,4.73,front_heavy,46.4,245.71,random
0.973724,870.5746,297.6469,10.2394,100.0,870574612867.3315,448,5396.3,161354.0,34,4.952,0.39,4.749,random,15.94,110.26,linear_increase
0.973579,1928.4971,572.8468,8.7137,100.0,1928497106956.8313,403,6027.9,268279.0,20,6.044,0.808,3.659,front_heavy,16.86,320.23,pyramid
0.968342,1243.5263,307.6455,12.7027,100.0,1243526339487.7515,323,7474.6,267856.0,33,5.167,1.038,5.35,linear,42.31,268.39,linear_increase
0.96618,1312.2667,393.6715,8.702,100.0,1312266702835.3235,147,15617.8,575574.0,26,7.631,0.697,6.073,linear,16.78,271.0,linear_increase
0.961561,156.6319,44.2823,11.9255,100.0,156631945228.6664,190,12706.5,162173.0,31,6.178,0.596,7.805,front_heavy,7.96,113.84,geometric_increase
0.960822,527.784,128.3337,12.8844,100.0,527783994154.8587,601,4039.8,94682.0,25,3.82,0.73,5.722,front_heavy,35.12,300.72,pyramid
0.960274,1606.9359,393.1167,14.584,100.0,1606935945086.7573,371,6547.9,267856.0,29,4.547,1.602,4.846,geometric,43.85,129.16,geometric_increase
0.960249,1932.1386,590.9112,9.7614,100.0,1932138648862.0093,322,7541.1,338270.0,12,5.269,1.34,5.137,front_heavy,28.69,199.88,pyramid
0.956401,2183.9271,582.099,9.3631,100.0,2183927111069.4517,343,7079.3,338288.0,11,6.303,0.865,7.454,random,5.34,272.62,linear_increase
0.955195,1327.1369,449.4167,9.4805,100.0,1327136886559.4575,336,7185.4,267831.0,28,5.887,1.213,3.171,random,35.92,260.86,geometric_increase
0.952896,770.8373,213.7225,15.4716,100.0,770837287351.124,256,9444.2,268612.0,27,4.637,0.918,6.953,front_heavy,12.49,73.82,flat
0.952553,458.0147,160.5846,11.8871,100.0,458014740552.4834,332,7282.1,159680.0,29,4.962,1.075,6.342,front_heavy,31.44,165.84,pyramid
0.952211,647.9253,192.8527,8.9945,100.0,647925311053.7994,104,22074.0,575806.0,30,7.803,0.333,6.833,front_heavy,43.73,190.05,flat
0.94525,1988.9728,555.802,9.8419,100.0,1988972816299.6255,415,5850.9,268387.0,23,5.598,1.419,3.086,front_heavy,14.29,137.17,pyramid
0.940688,1803.9344,478.1874,12.7207,100.0,1803934361844.973,397,6116.2,267836.0,19,4.992,1.968,5.181,geometric,19.39,131.72,geometric_increase
0.938308,1217.3241,349.3963,15.5767,100.0,1217324093805.1372,542,4479.7,161353.0,35,3.792,1.176,3.441,random,25.62,79.66,geometric_increase
0.937178,1744.3152,508.9889,12.3862,100.0,1744315234735.2598,391,6212.9,268037.0,19,4.923,1.063,5.325,random,49.5,178.66,linear_increase
0.935031,2610.2348,613.5223,11.6275,100.0,2610234796418.094,379,6406.7,338503.0,16,5.136,0.524,5.679,random,24.33,173.87,pyramid
0.930539,1510.7459,429.1239,9.2947,100.0,1510745941653.9949,162,14289.1,575751.0,23,7.22,1.599,5.324,linear,20.89,93.01,linear_increase
0.930461,1703.02,505.3362,11.8115,100.0,1703020030322.628,388,6260.9,267855.0,18,4.907,1.317,4.753,random,46.07,237.68,linear_increase
0.928544,1073.6935,326.6862,15.0357,100.0,1073693509601.832,293,7899.2,268610.0,23,4.453,0.894,7.311,random,35.18,131.69,random
0.927658,875.4953,343.9083,12.1009,100.0,875495289080.689,729,3330.3,102310.0,33,3.907,0.253,3.966,random,8.33,111.16,geometric_increase
0.926593,338.5924,112.1449,9.5014,100.0,338592412552.5918,289,8353.4,159683.0,32,5.921,1.113,5.192,front_heavy,19.18,194.26,linear_increase
0.925517,1815.7038,534.1883,10.0291,100.0,1815703821944.5527,401,6055.2,268199.0,30,5.418,1.631,3.37,geometric,16.24,309.9,pyramid
0.920617,1634.4173,493.9204,12.6445,100.0,1634417276063.2986,382,6356.5,267832.0,30,4.965,0.695,3.826,random,36.79,138.22,geometric_increase
0.92039,2163.4539,590.9552,9.3881,100.0,2163453895279.587,348,6977.5,338290.0,18,6.255,1.613,3.349,front_heavy,9.11,171.11,pyramid
0.917462,1702.4887,479.5322,13.532,100.0,1702488730132.1736,372,6221.5,268004.0,14,4.294,1.624,7.808,linear,41.75,207.89,linear_increase
0.916159,1652.2366,434.2071,15.3821,100.0,1652236577753.4775,367,6306.8,267832.0,19,4.382,1.154,7.02,random,19.48,40.79,linear_increase
0.912781,1654.9925,406.9914,12.7229,100.0,1654992503929.6636,386,6290.5,267856.0,29,4.957,1.119,6.664,back_heavy,26.32,280.2,linear_increase
0.911871,677.352,186.0214,15.843,100.0,677352045265.0931,245,9854.0,268566.0,27,4.434,0.999,7.673,front_heavy,37.19,47.74,random
0.90454,1300.7081,394.1519,9.2199,100.0,1300708072947.0154,344,7061.9,267791.0,27,6.436,1.03,4.578,random,11.93,215.15,linear_increase
0.903099,1076.1307,274.9924,14.8401,100.0,1076130663302.751,313,7757.9,267798.0,29,4.742,1.057,4.915,front_heavy,20.76,37.39,random
0.902972,930.7408,290.3255,9.1925,100.0,930740840793.5754,289,8365.7,268584.0,33,6.304,1.546,6.917,random,22.22,122.34,pyramid
0.900347,322.9052,93.8655,10.7212,100.0,322905175738.5976,288,8431.4,159673.0,33,5.427,1.415,6.274,random,38.78,490.92,geometric_increase
0.892701,1100.5112,559.7538,9.7305,100.0,1100511245635.2173,140,16398.3,575761.0,28,6.695,0.874,6.38,random,44.51,108.97,flat
0.891205,1664.9937,381.4635,14.3707,100.0,1664993723288.544,392,6197.0,267856.0,29,4.771,0.635,5.36,linear,36.36,311.5,linear_increase
0.885304,2588.1568,578.8221,12.367,100.0,2588156844744.717,489,4965.3,268470.0,18,4.825,1.279,4.991,back_heavy,5.72,222.89,linear_increase
0.882208,1330.5744,519.1542,7.9215,100.0,1330574447630.2195,349,6917.2,268637.0,21,6.187,1.014,3.686,front_heavy,24.52,284.69,linear_increase
0.877245,1967.0503,552.5587,12.8852,100.0,1967050281168.9417,335,7248.3,343230.0,17,4.532,0.825,6.627,random,12.19,234.55,random
0.872734,1517.1771,407.5042,11.8034,100.0,1517177114358.6084,378,6423.7,267831.0,32,5.273,1.838,3.424,back_heavy,15.56,77.3,linear_increase
0.863232,790.112,235.6495,9.6194,100.0,790112042965.9066,721,3367.3,101873.0,23,4.061,1.281,3.608,front_heavy,11.66,206.22,linear_increase
0.862801,1994.3462,583.5356,12.0654,100.0,1994346241277.2292,432,5596.2,269052.0,13,4.471,0.441,5.681,front_heavy,18.28,128.1,random
0.860504,851.2514,502.2498,9.7055,100.0,851251445811.0472,132,18308.9,575857.0,26,6.114,0.54,6.872,random,23.15,84.03,flat
0.860483,1981.3353,577.8079,9.4177,100.0,1981335322984.2927,434,5594.7,268462.0,15,5.646,1.567,4.5,front_heavy,7.06,150.23,pyramid
0.860217,351.9733,107.5797,7.1759,100.0,351973252879.5262,522,4651.4,94089.0,18,3.951,0.206,6.17,front_heavy,15.28,458.89,geometric_increase
0.860053,1515.9948,555.5171,7.9324,100.0,1515994761063.5002,379,6406.7,268981.0,15,6.171,1.636,5.216,front_heavy,6.68,259.49,pyramid
0.857129,1143.5215,272.9028,12.4894,100.0,1143521463660.4268,329,7337.8,268018.0,29,5.327,1.178,5.257,front_heavy,20.62,219.45,random
0.8564,1552.5344,378.0569,11.6447,100.0,1552534403337.5464,386,6290.5,267836.0,25,5.587,1.364,6.928,geometric,19.22,324.08,linear_increase
0.854234,879.637,236.8488,9.5493,100.0,879636961909.4739,128,17936.3,575566.0,25,7.713,0.587,6.793,random,22.9,51.17,linear_increase
0.852695,1185.3547,513.0401,6.8238,100.0,1185354678349.5178,338,7184.1,267855.0,19,6.897,0.983,4.154,front_heavy,6.83,242.48,linear_increase
0.852458,884.869,269.1237,14.9086,100.0,884868970322.3984,290,8336.9,268600.0,27,4.394,0.141,6.159,front_heavy,38.93,326.82,flat
0.850944,694.975,388.0558,9.2876,100.0,694975038844.8832,114,20126.3,575173.0,29,7.302,1.656,6.237,front_heavy,25.16,481.75,flat
0.850873,1493.3821,568.4423,9.1482,100.0,1493382116834.192,376,6420.5,268981.0,12,5.095,0.757,6.758,front_heavy,35.84,294.88,pyramid
0.850146,2111.0211,577.2122,11.1727,100.0,2111021091962.6853,451,5383.8,268278.0,15,4.914,1.064,3.928,random,7.0,72.64,geometric_increase
0.849306,1943.1225,562.9125,11.0129,100.0,1943122540492.152,433,5607.7,268227.0,24,5.001,0.659,4.171,random,40.2,173.41,pyramid
0.841384,2395.2005,586.3848,11.0864,100.0,2395200494291.2246,383,6339.8,338259.0,29,5.344,1.353,4.424,back_heavy,8.68,324.88,pyramid
0.83595,790.3919,230.6881,14.0063,100.0,790391895544.366,265,8734.6,268579.0,29,4.802,1.484,6.005,front_heavy,36.31,42.35,pyramid
0.832873,1517.6734,438.2533,18.1084,100.0,1517673418864.16,387,6274.3,267832.0,15,3.683,1.023,7.346,random,38.6,49.63,pyramid
0.829583,940.7014,285.7154,10.9706,100.0,940701422937.2688,291,7953.5,267827.0,31,5.709,0.356,5.431,random,39.3,214.55,geometric_increase
0.826731,1021.944,277.1635,15.6691,100.0,1021943963986.0004,316,7639.7,268601.0,26,4.345,0.978,5.688,front_heavy,37.09,190.05,flat
0.82283,548.1128,159.3299,12.5019,100.0,548112773996.9738,232,10406.2,268578.0,28,5.692,1.202,6.341,front_heavy,48.79,140.68,linear_increase
0.822414,1122.2299,307.8824,15.8973,100.0,1122229884717.4177,334,7270.2,268560.0,24,4.255,0.682,5.861,front_heavy,16.39,114.22,flat
0.817502,1861.413,552.7507,10.9682,100.0,1861413045662.264,432,5620.6,268200.0,23,5.003,0.892,3.497,front_heavy,23.73,101.67,pyramid
0.815932,1428.9626,535.451,8.6563,100.0,1428962640221.8667,376,6420.4,268687.0,13,5.868,0.955,7.603,random,6.73,210.24,pyramid
0.815419,1575.8963,449.7102,12.5764,100.0,1575896315336.8257,396,6096.5,268013.0,18,4.66,1.576,6.394,random,27.28,124.11,pyramid
0.815287,1864.8696,546.3648,13.9849,100.0,1864869608928.0352,433,5607.7,268198.0,15,4.092,1.005,5.355,random,37.16,101.14,linear_increase
0.811284,2535.1343,601.5049,12.2897,100.0,2535134277267.358,401,6055.3,338493.0,23,4.831,0.243,3.673,random,49.51,308.64,pyramid
0.810259,487.8211,127.4726,10.0831,100.0,487821121196.9647,665,3650.9,89582.0,25,4.323,1.305,3.621,random,6.15,317.23,geometric_increase
0.807979,239.4043,73.4551,11.1273,100.0,239404280931.2804,285,8470.7,145809.0,30,5.296,1.104,7.865,front_heavy,24.02,215.23,pyramid
0.799175,1978.7238,557.757,10.6929,100.0,1978723845589.626,200,11572.8,575851.0,29,6.119,0.768,4.73,back_heavy,42.41,311.56,geometric_increase
0.798052,884.4803,256.3879,15.3828,100.0,884480341841.131,301,8067.2,268566.0,29,4.413,0.326,5.87,front_heavy,40.71,170.95,flat
0.793985,2641.4219,618.9532,10.7244,100.0,2641421878340.7437,522,4651.3,268282.0,12,4.989,1.348,3.678,front_heavy,9.69,152.9,linear_increase
0.793113,1718.7569,489.4301,11.228,100.0,1718756945268.8184,422,5753.9,267856.0,34,5.305,1.13,3.089,back_heavy,15.61,209.46,geometric_increase
0.785407,1882.3854,561.5318,15.3133,100.0,1882385414644.3635,441,5482.0,268375.0,15,3.559,1.071,5.025,front_heavy,40.42,76.7,random
0.779261,861.2237,280.1304,13.9379,100.0,861223681528.2007,508,4779.6,158893.0,30,3.899,0.914,4.307,random,39.08,152.02,geometric_increase
0.775825,1126.4295,303.7569,15.7153,100.0,1126429542409.8447,344,7028.0,267795.0,26,4.248,1.052,5.29,front_heavy,24.48,302.08,flat
0.775686,1318.9177,477.7389,8.0589,100.0,1318917680709.9197,374,6495.3,267835.0,31,6.799,0.78,3.39,random,6.13,286.95,linear_increase
0.773854,1294.3386,761.1624,7.8788,100.0,1294338585666.47,80,30223.8,1236069.0,15,7.841,0.995,7.092,random,21.1,46.67,random
0.773383,1797.0738,477.9249,13.1431,100.0,1797073809338.4539,437,5556.3,267836.0,24,4.645,1.555,5.033,back_heavy,38.08,271.87,geometric_increase
0.771571,1751.2901,494.2296,12.5099,100.0,1751290144427.623,430,5622.2,267854.0,26,4.832,0.859,3.783,linear,16.28,206.81,geometric_increase
0.76284,2452.4408,600.8057,13.008,100.0,2452440838849.4233,407,5965.9,338266.0,20,4.621,0.398,5.182,random,44.3,161.71,pyramid
0.762194,670.7058,183.4927,12.0867,100.0,670705774570.8348,267,9055.1,268613.0,28,5.832,0.879,7.18,random,17.62,127.06,geometric_increase
0.75974,721.4493,218.0237,14.4872,100.0,721449263614.3099,277,8715.5,268572.0,27,4.166,0.136,7.222,front_heavy,43.49,344.03,random
0.749298,1934.3479,566.8939,8.3303,100.0,1934347862793.1077,177,13725.7,697389.0,24,7.267,0.523,5.71,random,33.19,292.11,pyramid
0.748554,1373.0766,509.2214,9.5657,100.0,1373076567225.8428,386,6254.1,267855.0,26,5.547,0.577,3.777,front_heavy,27.45,154.51,pyramid
0.747512,2416.1806,611.6983,12.3534,100.0,2416180612490.568,408,5954.0,338503.0,7,4.536,1.44,6.305,random,28.11,326.02,geometric_increase
0.740247,1340.2489,559.8659,7.4655,100.0,1340248925540.5784,383,6303.1,268199.0,20,5.743,0.167,4.095,front_heavy,16.37,210.88,linear_increase
0.736278,3029.6441,645.4627,13.7147,100.0,3029644105748.784,546,4185.0,268454.0,10,4.018,0.458,4.61,front_heavy,48.29,265.25,pyramid
0.736227,2118.0824,597.4435,11.1174,100.0,2118082446901.538,385,6306.9,338282.0,10,4.863,1.264,6.017,random,32.98,325.96,geometric_increase
0.734384,710.2265,363.8662,10.3669,100.0,710226497362.6675,125,18517.1,575850.0,33,6.268,1.476,7.312,random,16.15,178.86,flat
0.734146,879.0796,258.3072,12.1267,100.0,879079611964.9392,311,7762.5,268613.0,19,4.956,1.229,7.993,random,32.43,151.84,geometric_increase
0.733884,2350.5294,544.7117,12.8187,100.0,2350529432821.2812,512,4742.2,268380.0,21,4.659,0.282,6.194,random,17.12,217.78,pyramid
0.732007,1327.8214,371.3162,12.8917,100.0,1327821366901.876,368,6289.1,267856.0,35,4.456,1.381,4.259,linear,34.51,419.05,random
0.731452,1602.8489,596.0707,10.8976,100.0,1602848873086.1287,420,5747.7,269060.0,8,4.073,1.349,7.807,front_heavy,22.31,138.5,linear_increase
0.729244,1048.1703,763.9872,6.9925,100.0,1048170309068.201,71,32603.4,1236068.0,24,7.337,0.785,4.522,random,45.44,52.54,geometric_increase
0.728098,2185.3794,583.059,10.0203,100.0,2185379400389.1016,393,6178.5,338492.0,15,5.643,0.717,5.281,random,10.57,271.04,linear_increase
0.727326,1654.5454,537.8238,9.7972,100.0,1654545363500.4585,432,5623.1,268197.0,30,5.58,0.447,2.931,random,20.44,333.57,geometric_increase
0.720356,2341.9438,608.0688,12.1256,100.0,2341943828973.0654,409,5936.7,338502.0,13,4.598,1.07,4.428,front_heavy,25.12,116.45,pyramid
0.714821,1118.8154,453.7739,8.0584,100.0,1118815370180.6157,356,6788.8,268581.0,22,6.228,0.307,7.777,random,9.1,306.95,linear_increase
0.714235,1425.4376,396.5348,10.3278,100.0,1425437647898.376,405,5995.4,267836.0,36,5.792,1.698,4.172,linear,27.48,421.44,pyramid
0.713895,963.5686,526.4287,8.9943,100.0,963568567782.2358,149,15674.3,575855.0,31,6.908,0.408,6.892,random,22.55,58.63,random
0.713599,1158.9367,311.4238,9.1884,100.0,1158936733225.4875,162,14289.0,575842.0,30,7.792,1.215,7.547,back_heavy,11.96,166.35,geometric_increase
0.712335,1938.4603,560.2839,9.4525,100.0,1938460259679.6523,220,11038.0,575806.0,17,6.706,1.83,7.03,back_heavy,19.41,276.88,linear_increase
0.710331,2857.5909,668.5376,12.0882,100.0,2857590906134.2705,574,4229.9,268286.0,9,4.298,0.923,4.43,front_heavy,16.19,202.9,linear_increase
0.705285,1093.6229,315.5361,11.2549,100.0,1093622891092.8652,357,6801.6,267832.0,26,5.328,1.321,5.183,random,49.63,295.81,linear_increase
